CROP & VARIETY,Nursery Seeding Year,Nursery Seeding Week,Seeded Tray Size,Seeds Per Cell,Trays To Seed,Nursery Pot Up Year,Nursery Pot Up Week,Pot Up Tray Size,Trays To Pot Up,Plan Field Week,Germ Temp,Days To Germ,Germ Notes,Nursery Seeding Notes
Kale Lacinato // Ebony,2026,25,72,1,3.5,2025,0,0,,30
Kale Lacinato // Ebony,2026,25,72,1,3.5,2025,0,0,,30
Kale Lacinato // Ebony,2026,25,72,1,3.5,2025,0,0,,30
Escarole // Eliance,2026,25,128,1,2,2025,0,0,,30
Frisee // Curlesi,2026,25,128,1,8,2025,0,0,,30
Radicchio Round // Indigo,2026,24,128,1,4,2025,0,0,,30
Radicchio Round // Vasari,2026,24,128,1,,2025,0,0,,30
Radicchio Treviso // Baldo (T&T 306),2026,24,128,1,4,2025,0,0,,30
Radicchio Treviso // Regina Rosa,2026,24,128,1,4,2025,0,0,,30
Radicchio Treviso // Sangria,2026,24,128,1,4,2025,0,0,,30
Radicchio Variegated // Beatrice,2026,24,128,1,4,2025,0,0,,30
Radicchio Variegated // Giorgine,2026,24,128,1,4,2025,0,0,,30
Radicchio Variegated // Mirabella,2026,24,128,1,4,2025,0,0,,30
Fennel // Orazio,2026,24,128,2,5,2025,0,0,,30
Fennel // Orazio,2026,24,128,2,5,2025,0,0,,30
Fennel // Orazio,2026,24,128,2,5,2025,0,0,,30
Lettuce Head // Marciano,2026,25,128,1,3,2025,0,0,,30
Lettuce Head // Milagro,2026,25,128,1,3,2025,0,0,,30
Lettuce Head // Shirane Sky,2026,25,128,1,3,2025,0,0,,30
Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,2026,25,128,1,8,2025,0,0,,30
Celery // merengo,2026,20,1900,1,0.5,2026,24,72,12,30
Scallion // Parade,2026,23,264,4,4,2025,0,0,,30
Bok Choy // Li Ren Choi,2026,26,128,1,8,2025,0,0,,30
Broccolini // Bella Verde,2026,25,72,1,3.5,2025,0,0,,30
Broccolini // Bella Verde,2026,25,72,1,3.5,2025,0,0,,30
Broccolini // Bella Verde,2026,25,72,1,3.5,2025,0,0,,30
Broccolini // Bella Verde,2026,25,72,1,3.5,2025,0,0,,30
Broccolini // Bella Verde,2026,25,72,1,3.5,2025,0,0,,30
Cauliflower Sprouting // Fioretto 70,2026,25,72,1,3.5,2025,0,0,,30
Cauliflower Sprouting // Murasaki Fioretto,2026,25,72,1,3.5,2025,0,0,,30
Escarole // Eliance,2026,26,128,1,2,2025,0,0,,31
Radicchio Round // Indigo,2026,25,128,1,4,2025,0,0,,31
Radicchio Round // Indigo,2026,25,128,1,2,2025,0,0,,31
Lettuce Head // Marciano,2026,26,128,1,3,2025,0,0,,31
Lettuce Head // Milagro,2026,26,128,1,3,2025,0,0,,31
